postcode_sector,relative_area,population_density,multiple_deprivation_index,income_deprivation_index,employment_deprivation_index,crime_deprivation_index,rural_urban,distance_to_station,never_worked,region
AB514,1910.010000000003,40.98062499999999,16.748000000000037,0.10500000000000032,0.09099999999999976,-0.027999999999999976,Other urban area,1.1508348112499998,Average,Scotland
AB515,106135.95999999995,13.363601532567035,16.74800000000001,0.10500000000000036,0.09100000000000016,-0.027999999999999824,Accessible rural area,6.053252478927202,Average,Scotland
AB516,14878.149999999998,16.27272727272728,16.747999999999998,0.105,0.09100000000000005,-0.028000000000000018,Accessible rural area,1.0655049393939393,Average,Scotland
AB517,106575.39,0.7633928571428567,16.748000000000033,0.10500000000000027,0.09099999999999996,-0.02800000000000002,Accessible rural area,14.060755625000002,Average,Scotland
AB518,66484.61999999997,7.30215053763441,16.74800000000003,0.10500000000000023,0.09100000000000008,-0.02800000000000002,Accessible rural area,12.149296774193552,Average,Scotland
AB526,192451.02000000043,7.617338709677397,16.748000000000033,0.10500000000000036,0.09100000000000012,-0.027999999999999834,Accessible rural area,3.2143462802419367,Average,Scotland
AB534,89860.3100000001,24.59711934156377,16.74800000000004,0.10500000000000036,0.0910000000000001,-0.02799999999999984,Remote small town,20.434930864197543,Average,Scotland
AB535,132467.36999999997,2.5911564625850345,16.748000000000037,0.1050000000000003,0.0909999999999998,-0.02800000000000001,Remote rural area,29.11645510204082,Average,Scotland
AB536,62665.14999999999,6.054838709677434,16.74800000000003,0.10500000000000023,0.09100000000000008,-0.02800000000000002,Remote rural area,27.64912903225806,Average,Scotland
AB538,159452.7800000002,0.8939393939393933,16.748000000000037,0.10500000000000034,0.09099999999999987,-0.0279999999999999,Remote rural area,19.24218787878788,Average,Scotland
AB539,11.77,33.15,16.748,0.105,0.091,-0.027999999999999997,Remote small town,21.37755,High,Scotland
AB544,620366.6299999997,2.0206140350877213,16.74800000000004,0.10500000000000034,0.09100000000000004,-0.02799999999999986,Remote rural area,9.749536328947375,Average,Scotland
AB546,151052.86999999988,0.309433962264151,16.748000000000033,0.10500000000000026,0.091,-0.02800000000000002,Remote rural area,7.254118409433962,Average,Scotland
AB547,172712.37000000023,7.9090395480225855,16.748000000000037,0.10500000000000033,0.09099999999999973,-0.027999999999999938,Remote rural area,12.489163050847454,Average,Scotland
AB548,2174.75,36.204316546762584,16.748000000000033,0.1050000000000003,0.09099999999999983,-0.02800000000000002,Remote small town,0.7935405035971224,Average,Scotland
AB549,5.54,30.7,16.748,0.105,0.091,-0.027999999999999997,Remote small town,0.680481,Average,Scotland
