postcode_sector,relative_area,population_density,multiple_deprivation_index,income_deprivation_index,employment_deprivation_index,crime_deprivation_index,rural_urban,distance_to_station,never_worked,region
EX332,31664.249999999996,23.998203592814384,9.177832335329327,0.07653293413173633,0.06491616766467076,-0.8263413173652705,Rural town and fringe,7.658894071856287,Average,South West
EX340,43930.649999999994,15.429375000000045,20.727250000000016,0.13496250000000004,0.11439375000000018,-0.47346874999999944,Rural town and fringe in a sparse setting,14.2123575,Average,South West
EX344,7.78,58.6,42.008,0.24,0.214,1.359,Urban city and town in a sparse setting,15.5007,High,South West
EX347,46864.31999999995,5.7963855421686805,14.70551807228916,0.07130120481927708,0.06050602409638549,-0.2585783132530115,Rural town and fringe in a sparse setting,14.745374698795178,Average,South West
EX348,41636.179999999986,35.97955801104973,26.85396685082872,0.15725966850828738,0.14082872928176784,0.2215911602209949,Urban city and town in a sparse setting,14.389775745856346,Average,South West
EX349,37596.96000000002,48.94934497816588,36.3475720524017,0.20990829694323115,0.18083842794759802,0.53395633187773,Urban city and town in a sparse setting,15.172247161572047,Average,South West
EX356,140905.88999999993,11.813008130081268,22.211000000000006,0.0980894308943091,0.08003252032520329,0.0679918699186993,Rural town and fringe in a sparse setting,23.371940650406504,Average,South West
EX363,349546.35999999964,9.434444444444411,22.305794444444434,0.10639999999999973,0.0834555555555554,-0.7917444444444419,Rural hamlet and isolated dwellings in a sparse setting,13.478593944444441,Average,South West
EX364,210200.28,11.912376237623695,21.391004950495045,0.11667821782178202,0.09224752475247525,-1.0034752475247524,Rural hamlet and isolated dwellings in a sparse setting,10.992574900990103,Average,South West
EX369,28.92,37.6,19.729,0.13699999999999998,0.098,-0.455,Rural town and fringe in a sparse setting,10.309575,Average,South West
EX379,242633.40999999983,0.8356783919597991,20.8419899497488,0.08131155778894447,0.07027135678391958,-1.0804924623115562,Rural hamlet and isolated dwellings in a sparse setting,2.723849762814071,Average,South West
EX387,63309.16999999999,17.576000000000008,19.10091200000001,0.12438399999999994,0.10300799999999988,-0.6489279999999996,Rural town and fringe,9.600387119999997,Average,South West
EX388,116523.20999999985,15.289595375722461,21.042549132947986,0.11419653179190714,0.09550867052023096,-0.533705202312139,Rural town and fringe,13.911654913294798,Average,South West
EX389,9.69,29.8,25.41800000000001,0.18100000000000002,0.14,0.36200000000000004,Rural town and fringe,10.9256,Average,South West
EX39,556.2000000000002,17.885714285714283,7.159999999999998,0.062,0.057999999999999996,-1.056,Urban city and town,1.3703114285714286,Average,South West
EX391,9901.010000000018,29.609666666666673,22.534956666666723,0.14587666666666685,0.15838333333333302,-0.6663933333333331,Urban city and town,11.121857833333332,Average,South West
EX392,2507.829999999998,53.91847133757966,34.108815286624235,0.2058280254777074,0.19168789808917158,0.3787898089171981,Urban city and town,11.876026751592356,Average,South West
EX393,8821.48,33.98728813559323,20.02467372881358,0.13344067796610182,0.12523305084745787,-0.38585169491525395,Urban city and town,12.521015254237295,Average,South West
EX394,64300.629999999954,21.32488888888891,23.48675555555555,0.1449599999999996,0.12563111111111147,-0.5512977777777778,Urban city and town,10.112627377777782,Average,South West
EX395,266432.74999999965,3.8845588235294066,20.591823529411798,0.09226838235294131,0.0809816176470591,-0.9152022058823521,Rural hamlet and isolated dwellings,19.001703308823526,Average,South West
EX396,121165.39000000006,3.3090909090909117,23.56251515151517,0.145909090909091,0.09272727272727273,-1.1878181818181832,Rural hamlet and isolated dwellings in a sparse setting,31.42383636363636,Average,South West
EX399,632.9000000000002,12.400000000000007,32.36599999999999,0.1989999999999999,0.179,0.6389999999999997,Urban city and town,11.201170000000008,Average,South West
EX40,16936.729999999996,0.4250000000000001,12.444916666666671,0.06916666666666671,0.06674999999999996,-1.0283333333333335,Rural village,2.7922458333333338,Average,South West
EX41,1525.470000000001,62.89671361502352,20.851779342723002,0.13556807511737096,0.11149765258215993,0.4010610328638512,Urban city and town,0.7920915145539908,Average,South West
EX42,48791.31999999998,35.668817204301014,18.444005376344084,0.1192580645161291,0.09600537634408586,-0.2734838709677415,Urban city and town,1.5524169784946222,Average,South West
EX43,1425.430000000001,55.7827067669172,35.59166917293228,0.18908270676691755,0.17004511278195517,1.1863233082706763,Urban city and town,0.3531486383458645,Average,South West
EX44,4635.420000000002,53.38362068965525,16.017547413793114,0.07075000000000005,0.060366379310344886,-0.029357758620690254,Urban city and town,0.5527120306034484,Average,South West
EX45,4513.829999999999,23.528235294117646,7.053411764705883,0.04052941176470584,0.04527058823529408,-0.752776470588235,Urban city and town,1.448229847058824,Average,South West
EX46,1051.9099999999992,97.10564971751393,16.695627118644083,0.07779661016949148,0.06514124293785299,0.35961016949152547,Urban city and town,0.39812914519774,Average,South West
EX47,860.6499999999997,77.72056074766357,20.619308411214956,0.12161682242990662,0.10811214953271014,0.19443925233644865,Urban city and town,0.599866293457944,Average,South West
EX48,3209.4600000000014,37.63711340206188,23.93405670103093,0.16862371134020634,0.14426804123711331,0.2558402061855668,Urban city and town,0.744043378350515,Average,South West
EX49,2902.24,35.23695652173911,20.42504347826089,0.140815217391304,0.1166195652173915,-0.1073043478260868,Urban city and town,1.034724239130435,Average,South West
EX51,63326.19999999995,4.8286407766990305,8.615509708737855,0.055155339805825106,0.05383495145631074,-1.1498009708737893,Rural town and fringe,3.0668537961165048,Average,South West
EX52,128878.01000000029,2.7410447761194043,11.620813432835746,0.06173507462686564,0.060697761194029955,-0.8962686567164172,Rural village,2.475824856343282,Average,South West
EX53,95401.80000000005,8.163909774436096,14.915368421052607,0.07061654135338344,0.06083458646616554,-1.022541353383461,Rural hamlet and isolated dwellings,2.5556635864661663,Average,South West
EX54,91965.63999999998,8.436548223350266,13.709263959390807,0.08505583756345177,0.07414720812182732,-0.9844568527918761,Rural town and fringe,7.261266852791877,Average,South West
EX55,103275.92999999986,1.5616352201257835,14.689761006289306,0.06564779874213815,0.05557232704402528,-1.4540943396226438,Rural village,3.911779873584904,Average,South West
EX57,38321.53,2.1786407766990274,12.69410679611648,0.07143689320388352,0.06771844660194179,-0.962524271844661,Rural village,1.0090912621359225,Average,South West
EX66,159204.72999999972,2.8715083798882617,17.40491620111736,0.08273184357541889,0.07239664804469287,-1.3934078212290448,Rural hamlet and isolated dwellings,6.7017289385474825,Average,South West
EX67,277637.54000000027,1.3283636363636349,14.705294545454494,0.06823272727272732,0.06502909090909106,-0.5671709090909066,Rural hamlet and isolated dwellings,8.444495090909088,Average,South West
EX68,68258.86000000007,14.946125461254612,13.227107011070075,0.08199630996309933,0.08094464944649446,-0.5690036900368993,Rural town and fringe,2.0591681771217725,Average,South West
EX70,33252.13999999999,18.320085470085484,21.747905982905966,0.11834188034188052,0.1344786324786329,0.06931623931623927,Urban city and town,1.1652613888888892,Average,South West
EX77,11.73,68.0,30.976999999999993,0.228,0.19299999999999998,0.359,Urban city and town,0.43761066666666665,Average,South West
EX79,2410.629999999998,58.818421052631635,21.61240350877189,0.14545614035087706,0.14042543859649137,-0.0048421052631578915,Urban city and town,0.6938011473684215,Average,South West
EX81,1313.2600000000004,79.32731277533045,23.883810572687178,0.13772246696035242,0.11867841409691678,0.8620616740088071,Urban city and town,0.4301615601762116,Average,South West
EX82,6796.230000000003,33.4504132231405,17.402429752066144,0.12447933884297552,0.11767355371900813,-0.11979338842975196,Urban city and town,1.4956251115702472,Average,South West
EX83,2316.009999999997,32.497959183673444,13.087897959183673,0.10857823129251692,0.1022108843537415,-0.756687074829932,Urban city and town,1.3573205442176863,Average,South West
EX84,2925.919999999998,44.10304347826091,13.1393913043478,0.10354347826086951,0.09411739130434767,-0.641913043478261,Urban city and town,2.2356089565217396,Average,South West
EX85,22753.490000000023,29.369302325581412,9.334451162790684,0.0733860465116277,0.06936279069767426,-0.8289209302325589,Urban city and town,1.8455030004651163,Average,South West
EX89,23.97,109.25,26.841,0.151,0.11699999999999999,1.064,Urban city and town,0.34370812500000003,Average,South West
EX96,4759.649999999999,22.06238095238096,7.220199999999988,0.06803333333333328,0.06427142857142848,-0.6916523809523824,Rural town and fringe,6.302887809523814,Average,South West
EX97,34075.490000000005,2.968316831683165,10.702029702970307,0.06148514851485149,0.06574257425742563,-0.8446633663366326,Rural village,7.806461089108914,Average,South West
EX99,30.96,35.2,6.848,0.066,0.06,-0.177,Rural town and fringe,6.2187925,Average,South West
FK101,9994.910000000002,34.71264367816094,16.748000000000037,0.10500000000000033,0.09099999999999972,-0.02799999999999994,Other urban area,0.7929025804597706,Average,Scotland
FK102,25311.54999999999,44.433082706766925,16.748,0.10500000000000036,0.09100000000000019,-0.027999999999999817,Other urban area,2.191351503383459,Average,Scotland
FK103,36124.77999999994,34.29348837209303,16.74800000000004,0.10500000000000034,0.09099999999999997,-0.027999999999999876,Other urban area,1.790894120930233,Average,Scotland
FK104,57322.039999999986,29.707894736842125,16.748000000000037,0.10500000000000033,0.09099999999999983,-0.027999999999999914,Accessible rural area,5.225585410526315,Average,Scotland
FK109,337.02000000000015,12.620588235294111,16.748,0.105,0.09100000000000007,-0.028000000000000018,Other urban area,0.37963529411764674,High,Scotland
FK11,2678.219999999998,121.18806818181824,16.748000000000037,0.10500000000000033,0.09099999999999973,-0.027999999999999938,Other urban area,0.5815805142045455,Average,Scotland
FK117,19404.68,34.70800000000001,16.748000000000026,0.1050000000000002,0.09100000000000014,-0.028000000000000018,Accessible rural area,5.232661333333335,Average,Scotland
FK12,42143.980000000025,35.33703703703701,16.748000000000037,0.10500000000000033,0.09099999999999982,-0.027999999999999914,Accessible rural area,2.926794748677248,Average,Scotland
FK125,11671.440000000002,42.70860927152316,16.748000000000037,0.10500000000000032,0.09099999999999979,-0.027999999999999997,Accessible small town,3.976225794701984,Average,Scotland
FK13,64405.160000000054,14.51847826086956,16.74800000000003,0.10500000000000023,0.0910000000000001,-0.02800000000000002,Accessible rural area,5.407237500000001,Average,Scotland
FK136,37881.770000000026,36.70702702702706,16.748000000000037,0.10500000000000033,0.09099999999999979,-0.02799999999999992,Accessible small town,4.925097567567566,Average,Scotland
FK14,4000.7000000000016,45.94213836477986,16.748000000000037,0.10500000000000032,0.09099999999999976,-0.027999999999999976,Other urban area,0.7604682924528302,Average,Scotland
FK147,61919.31000000002,16.33532934131736,16.748000000000037,0.10500000000000032,0.09099999999999973,-0.02799999999999996,Accessible rural area,9.609086407185627,Average,Scotland
FK15,5719.150000000003,39.02751091703059,16.74800000000004,0.10500000000000034,0.09100000000000004,-0.027999999999999855,Other urban area,0.7007874021834061,Average,Scotland
FK150,51571.55000000003,18.7512195121951,16.748000000000037,0.10500000000000032,0.09099999999999975,-0.027999999999999966,Accessible small town,1.8624945121951222,Average,Scotland
FK155,37.32,13.675,16.748,0.105,0.091,-0.027999999999999997,Accessible small town,0.618454,Average,Scotland
FK159,134700.19999999995,28.006735751295338,16.748000000000037,0.10500000000000033,0.09099999999999984,-0.027999999999999907,Accessible small town,3.051610575129534,Average,Scotland
FK166,63508.299999999996,20.895890410958902,16.748000000000026,0.10500000000000019,0.09100000000000014,-0.028000000000000018,Accessible rural area,5.989076164383563,Average,Scotland
FK178,156823.96000000008,20.921212121212125,16.748000000000033,0.10500000000000029,0.09099999999999986,-0.02800000000000002,Accessible small town,16.491507196969692,Average,Scotland
FK188,22763.719999999994,0.1,16.748,0.105,0.09099999999999998,-0.027999999999999997,Remote rural area,19.2627125,Average,Scotland
FK19,473.3699999999991,13.774999999999991,16.74800000000002,0.10500000000000012,0.09100000000000011,-0.02800000000000002,Other urban area,0.3702591017857141,Average,Scotland
FK198,128702.95999999999,0.3,16.747999999999994,0.105,0.09100000000000004,-0.028000000000000018,Remote rural area,19.109110000000005,Average,Scotland
FK20,23596.040000000015,34.74944444444445,16.747999999999895,0.10499999999999983,0.09100000000000041,-0.02799999999999994,Other urban area,1.1352092047222218,Average,Scotland
FK208,161182.90999999995,3.9782608695652173,16.747999999999994,0.105,0.091,-0.028000000000000014,Remote rural area,1.3648624347826088,Average,Scotland
FK218,149492.91000000003,11.23703703703704,16.74800000000002,0.10500000000000011,0.09100000000000011,-0.02800000000000002,Very remote rural area,20.181357407407404,Average,Scotland
FK27,22820.01000000001,47.34313099041537,16.74799999999994,0.10500000000000027,0.09100000000000032,-0.027999999999999862,Other urban area,1.1951207523961669,Average,Scotland
FK28,46142.22999999997,32.51567796610176,16.74800000000004,0.10500000000000036,0.09100000000000007,-0.027999999999999848,Other urban area,3.5230358474576287,Average,Scotland
FK29,9709.470000000003,37.23487544483985,16.74799999999998,0.10500000000000036,0.09100000000000023,-0.027999999999999806,Other urban area,1.6330049145907475,Average,Scotland
FK30,292.70000000000016,60.71176470588234,16.748000000000033,0.10500000000000025,0.09100000000000001,-0.02800000000000002,Other urban area,2.2603359803921568,Average,Scotland
FK38,17472.78,41.30493273542612,16.74800000000004,0.10500000000000034,0.09100000000000001,-0.027999999999999865,Other urban area,2.990641704035876,Average,Scotland
FK39,4480.8,55.01278195488721,16.748000000000033,0.10500000000000029,0.09099999999999984,-0.02800000000000002,Other urban area,3.2469544360902263,Average,Scotland
FK41,6927.139999999997,36.177824267782526,16.74800000000004,0.10500000000000036,0.09100000000000008,-0.027999999999999844,Other urban area,4.953418368200838,Average,Scotland
FK42,31227.299999999992,28.324999999999978,16.74800000000003,0.10500000000000025,0.09100000000000007,-0.02800000000000002,Other urban area,4.686752187499999,Average,Scotland
FK53,5223.290000000001,35.99349593495936,16.748000000000033,0.10500000000000029,0.0909999999999999,-0.02800000000000002,Other urban area,0.7516657154471543,Average,Scotland
FK54,10892.589999999997,39.53588957055215,16.747999999999927,0.10500000000000015,0.09100000000000034,-0.027999999999999886,Other urban area,1.3170727092024535,Average,Scotland
FK65,27167.149999999998,37.8421965317919,16.748000000000037,0.10500000000000033,0.09099999999999972,-0.027999999999999945,Other urban area,5.502970809248551,Average,Scotland
FK66,16840.870000000003,35.801257861635264,16.748000000000037,0.10500000000000032,0.09099999999999976,-0.027999999999999976,Other urban area,5.098794088050313,Average,Scotland
FK69,4.1,29.8,16.748,0.105,0.091,-0.027999999999999997,Other urban area,4.86218,Average,Scotland
FK70,645.2900000000002,53.39444444444443,16.748000000000037,0.10500000000000032,0.09099999999999975,-0.02799999999999997,Other urban area,2.723423395061729,Average,Scotland
FK71,1575.7599999999975,8.449999999999998,16.747999999999998,0.105,0.09100000000000005,-0.028000000000000018,Other urban area,0.8640614687499993,Average,Scotland
FK77,27975.270000000004,34.50861423220974,16.748,0.10500000000000036,0.09100000000000019,-0.027999999999999817,Other urban area,3.1002026067415738,Average,Scotland
FK78,31063.289999999983,35.710989010988996,16.748000000000037,0.10500000000000033,0.09099999999999978,-0.027999999999999928,Other urban area,4.362230989010989,Average,Scotland
FK79,60959.94,36.9288135593221,16.748000000000037,0.10500000000000033,0.09099999999999973,-0.027999999999999938,Other urban area,2.5189436158192096,Average,Scotland
FK81,8800.260000000006,59.65321888412019,16.74800000000004,0.10500000000000036,0.09100000000000005,-0.02799999999999985,Other urban area,0.9144472643776825,Average,Scotland
FK82,1216.4400000000007,29.05732484076431,16.748000000000037,0.10500000000000032,0.09099999999999976,-0.027999999999999983,Other urban area,0.9468307777070064,Average,Scotland
FK83,317874.2599999998,9.902439024390237,16.748000000000037,0.10500000000000036,0.09100000000000011,-0.027999999999999838,Accessible rural area,14.799738292682926,Average,Scotland
FK94,39750.21999999996,19.509704641350204,16.74800000000004,0.10500000000000036,0.09100000000000008,-0.027999999999999848,Other urban area,1.7229141067510554,Average,Scotland
FK95,14619.069999999994,33.095999999999975,16.748000000000037,0.10500000000000033,0.09099999999999972,-0.02799999999999994,Other urban area,2.0300001428571433,Average,Scotland
FY11,998.1600000000014,24.246753246753254,84.09854545454563,0.48710389610389626,0.4620389610389611,2.821129870129865,Urban city and town,0.42881450649350633,High,North West
FY12,973.8399999999993,74.47758620689656,71.38911494252868,0.43327586206896584,0.40498850574712575,1.955614942528732,Urban city and town,0.6459472770114942,Average,North West
FY13,694.7099999999996,77.2412162162161,78.46359459459454,0.5001554054054054,0.3833445945945941,1.823885135135134,Urban city and town,0.43806340540540545,High,North West
FY14,1142.0000000000011,70.30789473684206,72.81127631578973,0.42146710526315717,0.36601973684210504,2.1137368421052587,Urban city and town,0.8921844736842106,Average,North West
FY15,1255.9100000000005,65.68965517241385,69.6174137931035,0.42722413793103525,0.35304022988505673,2.0331954022988468,Urban city and town,1.1550555977011492,High,North West
FY16,1086.1699999999994,75.27589743589745,63.753682051281906,0.3685846153846162,0.3071179487179481,1.8722153846153915,Urban city and town,0.7341477969230772,Average,North West
FY19,886.5700000000007,13.91111111111112,83.4920000000001,0.48400000000000076,0.4149999999999994,2.373999999999998,Urban city and town,0.4268438888888884,High,North West
FY20,3259.4200000000033,45.60322580645158,29.33272580645162,0.19324516129032246,0.17735806451612846,0.1288354838709676,Urban city and town,1.366494675806451,Average,North West
FY29,1588.4100000000026,59.72157676348542,30.20345643153531,0.1766224066390039,0.1806058091286303,0.4148962655601669,Urban city and town,1.803127182572614,Average,North West
FY30,10725.390000000003,14.570769230769246,13.289569230769228,0.09436923076923082,0.09587692307692312,-0.08258461538461537,Urban city and town,2.799716153846154,Average,North West
FY37,1764.6499999999983,56.03257575757571,50.05508712121209,0.32423484848484885,0.27669318181818175,1.002931818181821,Urban city and town,0.9302212132575756,Average,North West
FY38,2076.1200000000017,64.14599999999992,34.528704999999974,0.2124649999999995,0.17106499999999975,0.6885099999999995,Urban city and town,1.2856631050000003,Average,North West
FY39,3681.290000000003,60.21912350597619,28.04152988047816,0.15584860557768945,0.13485657370517917,0.9414780876494038,Urban city and town,1.9675820956175318,Average,North West
FY41,1557.000000000001,57.172999999999995,48.51096000000017,0.2708499999999992,0.2542850000000001,1.1304800000000002,Urban city and town,0.3815476834999998,Average,North West
FY42,4064.5899999999997,58.01887755102046,30.295525510204147,0.174765306122449,0.15986224489795894,0.532933673469389,Urban city and town,0.8414836969387756,Average,North West
FY43,1106.1,71.54239130434782,36.484875000000095,0.22310326086956558,0.18110326086956532,0.7208097826086971,Urban city and town,1.221414722826087,Average,North West
FY44,9324.010000000006,53.88146853146844,42.22361538461537,0.2639650349650359,0.2130384615384614,0.6181188811188814,Urban city and town,2.3894695034965032,Average,North West
FY45,33345.69999999997,20.855405405405417,21.151463963963952,0.14595495495495514,0.11100900900900885,-0.1805450450450449,Urban city and town,2.6644701801801802,Average,North West
FY49,29.42,11.6,83.492,0.484,0.415,2.374,Urban city and town,0.382308,High,North West
FY51,1432.129999999998,45.11683168316831,26.575163366336632,0.16313861386138598,0.1722821782178216,0.1270445544554458,Urban city and town,4.450877673267329,Average,North West
FY52,2905.710000000002,39.84583333333336,16.140673611111094,0.1170312500000002,0.11599999999999963,-0.09497569444444473,Urban city and town,4.462189374999998,Average,North West
FY53,2295.2500000000005,46.07078651685401,18.611554307116133,0.12514606741573045,0.11978651685393261,-0.23467041198501862,Urban city and town,3.440413670411986,Average,North West
FY54,5314.879999999996,40.746733668341705,18.34896482412063,0.14467839195979923,0.12043718592964825,-0.3586884422110555,Urban city and town,3.510987035175879,Average,North West
FY55,5731.48,28.87368421052638,9.85697076023391,0.07659064327485367,0.08760818713450269,-0.6336374269005848,Urban city and town,2.403597894736842,Average,North West
FY59,35.2,24.4,47.467,0.26,0.297,0.762,Urban city and town,4.604780000000002,Average,North West
FY60,32279.909999999993,19.865196078431357,16.868833333333317,0.11718627450980378,0.12007352941176438,-0.7690931372549034,Rural town and fringe,8.022430049019608,Average,North West
FY66,814.3499999999991,22.947619047619057,12.859857142857138,0.09807142857142863,0.07409523809523814,0.3961428571428572,Urban city and town,0.5780146904761903,Average,North West
FY67,7043.799999999989,30.034113712374584,10.742143812709042,0.08508026755852847,0.07368561872909686,-0.243411371237458,Urban city and town,0.9197195949832775,Average,North West
FY68,18574.719999999998,19.523870967741953,10.759600000000018,0.0795354838709678,0.0824129032258064,-0.34476129032258074,Urban city and town,1.612406322580646,Average,North West
FY69,11102.790000000006,17.6397435897436,12.127576923076925,0.09333333333333343,0.08992307692307702,-0.8529615384615378,Rural town and fringe,3.9343616666666676,Average,North West
FY76,10387.839999999998,60.60742358078603,57.405807860262065,0.3301703056768562,0.30198689956331864,1.493026200873366,Urban city and town,8.298254497816597,Average,North West
FY77,3452.3400000000006,61.98563829787236,33.39437234042546,0.21902127659574439,0.18084042553191476,0.5821063829787232,Urban city and town,7.98419377659575,Average,North West
FY78,4496.860000000004,43.20460251046023,27.29808786610872,0.17967364016736476,0.17756485355648505,-0.03662761506276146,Urban city and town,7.527635857740584,Average,North West
FY79,45.93,15.300000000000002,59.421000000000014,0.309,0.275,1.901,Urban city and town,8.15049,Average,North West
FY81,2788.1199999999976,41.853333333333346,23.556858823529378,0.14296078431372544,0.16394901960784283,0.08183529411764717,Urban city and town,0.6288170176470584,Average,North West
FY82,4884.809999999999,37.97878787878785,17.35330735930735,0.11805194805194835,0.13442857142857198,-0.39755411255411227,Urban city and town,0.7310345225108222,Average,North West
FY83,4517.449999999997,36.33698113207548,19.63329056603773,0.14760754716981092,0.13940377358490522,-0.15332830188679256,Urban city and town,1.4073779509433966,Average,North West
FY84,19597.170000000006,28.424513618677025,8.511887159533062,0.07324124513618671,0.07338132295719849,-0.6416692607003894,Urban city and town,0.8742400653696497,Average,North West
FY85,6160.300000000002,37.30956937799042,11.018392344497617,0.08390909090909092,0.0819999999999999,-0.3642296650717708,Urban city and town,0.7781459588516753,Average,North West
FY89,1075.6499999999994,9.755555555555562,26.446000000000005,0.1500000000000001,0.18599999999999997,0.33699999999999986,Urban city and town,0.4786675777777777,Average,North West
G11,616.8199999999999,169.49017857142871,16.748000000000033,0.10500000000000027,0.09099999999999996,-0.02800000000000002,Large urban area,0.2600741696428571,Average,Scotland
G115,127.35000000000002,190.89765624999995,16.748000000000033,0.10500000000000029,0.09099999999999987,-0.02800000000000002,Large urban area,0.5086854218749999,Average,Scotland
G116,493.82999999999987,143.40364963503657,16.748000000000033,0.1050000000000003,0.09099999999999983,-0.02800000000000002,Large urban area,0.46251698321167867,Average,Scotland
G117,312.8700000000003,173.2594339622642,16.74800000000004,0.10500000000000034,0.09099999999999996,-0.02799999999999988,Large urban area,0.5400516169811317,Average,Scotland
G119,24.54,85.33,16.747999999999998,0.10500000000000001,0.09099999999999998,-0.028000000000000004,Large urban area,0.4909675000000001,Average,Scotland
G12,989.3000000000002,85.64038461538462,16.748000000000015,0.10500000000000011,0.09100000000000011,-0.02800000000000002,Large urban area,0.2178395153846153,Average,Scotland
G120,921.72,55.207630522088344,16.74800000000003,0.10500000000000036,0.09100000000000012,-0.027999999999999834,Large urban area,0.6670828048192771,Average,Scotland
G128,521.7899999999996,127.69127906976748,16.748000000000037,0.10500000000000033,0.09099999999999973,-0.02799999999999995,Large urban area,1.3576285232558136,Average,Scotland
G129,324.2799999999999,125.07957446808508,16.74800000000004,0.10500000000000036,0.09100000000000007,-0.027999999999999848,Large urban area,0.70760193106383,Average,Scotland
G13,801.3700000000002,29.54067796610169,16.74800000000002,0.10500000000000013,0.09100000000000012,-0.02800000000000002,Large urban area,0.21524972881355933,High,Scotland
G131,690.8899999999995,59.181974248927034,16.74800000000004,0.10500000000000036,0.09100000000000005,-0.02799999999999985,Large urban area,0.5296506519313303,Average,Scotland
G132,481.4099999999999,60.225837320574165,16.74800000000004,0.10500000000000034,0.09099999999999994,-0.027999999999999883,Large urban area,0.7147614545454547,Average,Scotland
G133,684.17,156.63640167364028,16.74800000000004,0.10500000000000036,0.09100000000000008,-0.027999999999999844,Large urban area,0.6618910230125531,Average,Scotland
G134,371.70000000000016,63.679640718562844,16.748000000000037,0.10500000000000032,0.09099999999999973,-0.02799999999999996,Large urban area,0.6638360538922154,Average,Scotland
G139,16.75,48.7,16.748,0.10500000000000001,0.091,-0.027999999999999997,Large urban area,0.2054996,Average,Scotland
G14,564.4400000000003,93.53773584905655,16.74800000000002,0.10500000000000011,0.09100000000000011,-0.02800000000000002,Large urban area,0.26832469999999997,Average,Scotland
G140,1475.0999999999992,94.33031914893628,16.748000000000037,0.10500000000000033,0.09099999999999982,-0.027999999999999917,Large urban area,0.7367519271276594,Average,Scotland
G149,514.0699999999995,123.33577586206897,16.74800000000004,0.10500000000000034,0.09100000000000005,-0.02799999999999985,Large urban area,0.6905441681034487,Average,Scotland
G15,385.46999999999997,105.75494505494508,16.74800000000003,0.10500000000000023,0.09100000000000011,-0.02800000000000002,Large urban area,0.3986521098901098,Average,Scotland
G156,768.6499999999996,95.96848484848488,16.748000000000037,0.10500000000000032,0.09099999999999975,-0.027999999999999962,Large urban area,0.4682010696969697,Average,Scotland
G157,515.1500000000001,70.92372881355935,16.748000000000033,0.10500000000000027,0.09099999999999991,-0.02800000000000002,Large urban area,1.0628462881355931,High,Scotland
G158,735.1999999999998,57.00796460176993,16.748000000000033,0.10500000000000027,0.09099999999999994,-0.02800000000000002,Large urban area,1.0072687610619468,High,Scotland
G159,9.69,29.8,16.748,0.105,0.091,-0.027999999999999997,Large urban area,0.899459,Average,Scotland
G19,108.88,64.2,16.748,0.105,0.091,-0.027999999999999997,Large urban area,0.8808745,Average,Scotland
G200,1001.729999999999,116.94099378881994,16.748000000000037,0.10500000000000032,0.09099999999999976,-0.027999999999999973,Large urban area,0.3771201968944099,Average,Scotland
G202,38.97,16.96,16.748,0.10500000000000001,0.091,-0.027999999999999997,Large urban area,0.7811864,Average,Scotland
G206,182.78000000000003,141.8653061224489,16.748000000000037,0.1050000000000003,0.0909999999999998,-0.02800000000000001,Large urban area,1.4819241292517003,Average,Scotland
G207,451.55000000000035,116.95476190476181,16.748000000000033,0.10500000000000029,0.09099999999999989,-0.02800000000000002,Large urban area,1.2162972301587294,Average,Scotland
G208,280.78000000000003,168.62439024390238,16.748000000000037,0.10500000000000032,0.09099999999999975,-0.027999999999999966,Large urban area,1.2925413292682928,Average,Scotland
G209,475.0200000000002,72.09426229508198,16.748000000000033,0.10500000000000029,0.0909999999999999,-0.02800000000000002,Large urban area,0.9306515655737709,High,Scotland
G21,633.4499999999998,24.830769230769228,16.748000000000008,0.105,0.09100000000000008,-0.028000000000000018,Large urban area,0.2490429102564103,Average,Scotland
G211,1280.7799999999997,50.30943396226413,16.748000000000033,0.10500000000000026,0.091,-0.02800000000000002,Large urban area,0.6235296547169812,Average,Scotland
G212,1623.2599999999982,152.91450381679397,16.748000000000033,0.10500000000000029,0.09099999999999986,-0.02800000000000002,Large urban area,0.8863372824427476,High,Scotland
G213,1372.0400000000006,70.40467289719625,16.74800000000004,0.10500000000000034,0.09099999999999997,-0.027999999999999876,Large urban area,1.4185934766355135,High,Scotland
G214,784.6299999999997,101.85838509316775,16.748000000000037,0.10500000000000032,0.09099999999999976,-0.027999999999999973,Large urban area,0.515677192546584,Average,Scotland
G22,823.8099999999997,10.425490196078432,16.748000000000015,0.1050000000000001,0.09100000000000011,-0.02800000000000002,Large urban area,0.39801019607843147,Average,Scotland
G225,435.87999999999994,118.88545454545451,16.748000000000033,0.10500000000000026,0.09099999999999997,-0.02800000000000002,Large urban area,0.8242115090909089,High,Scotland
G226,785.2499999999994,56.89687499999999,16.748000000000037,0.10500000000000032,0.09099999999999976,-0.027999999999999976,Large urban area,0.4475031524999998,High,Scotland
G227,695.8100000000001,94.59712230215831,16.748000000000033,0.1050000000000003,0.09099999999999983,-0.02800000000000002,Large urban area,1.0169541079136695,High,Scotland
G23,431.14,38.60833333333334,16.748000000000015,0.10500000000000008,0.0910000000000001,-0.02800000000000002,Large urban area,0.41049879166666664,Average,Scotland
G235,7938.229999999999,71.22222222222226,16.748000000000033,0.1050000000000003,0.0909999999999998,-0.028000000000000018,Large urban area,0.6243050319444443,Average,Scotland
G24,1117.9699999999996,36.96124999999997,16.748000000000026,0.1050000000000002,0.09100000000000014,-0.028000000000000018,Large urban area,0.33227354875000004,Average,Scotland
